session_id,total_pnl,emerald_pnl,tomato_pnl,emerald_position,tomato_position,emerald_cash,tomato_cash,total_slope_per_step,total_r2,emerald_slope_per_step,emerald_r2,tomato_slope_per_step,tomato_r2,product_stats_json
50,99904.0,0.0,0.0,0,0,0.0,0.0,10.069857627321571,0.9998998858665387,0.0,0.0,0.0,0.0,"{""ASH_COATED_OSMIUM"":{""pnl"":16983.0,""cash"":-663085.0,""position"":68,""slope_per_step"":1.6841243452612435,""r_squared"":0.9983837798467725},""INTARIAN_PEPPER_ROOT"":{""pnl"":82921.0,""cash"":-1037071.0,""position"":80,""slope_per_step"":8.385733282060338,""r_squared"":0.9999685615306052}}"
51,99012.0,0.0,0.0,0,0,0.0,0.0,9.955162278438209,0.9998130132705304,0.0,0.0,0.0,0.0,"{""ASH_COATED_OSMIUM"":{""pnl"":16067.0,""cash"":-694004.0,""position"":71,""slope_per_step"":1.6128867714248678,""r_squared"":0.9939953450006558},""INTARIAN_PEPPER_ROOT"":{""pnl"":82945.0,""cash"":-877047.0,""position"":80,""slope_per_step"":8.342275507013332,""r_squared"":0.9999885087081056}}"
52,100478.0,0.0,0.0,0,0,0.0,0.0,10.171931162001112,0.9999612747245242,0.0,0.0,0.0,0.0,"{""ASH_COATED_OSMIUM"":{""pnl"":17512.0,""cash"":-662556.0,""position"":68,""slope_per_step"":1.8176386216163862,""r_squared"":0.9991579751048674},""INTARIAN_PEPPER_ROOT"":{""pnl"":82966.0,""cash"":-957026.0,""position"":80,""slope_per_step"":8.35429254038471,""r_squared"":0.9999853987709835}}"
53,99482.5,0.0,0.0,0,0,0.0,0.0,10.065526082431033,0.9995631903219596,0.0,0.0,0.0,0.0,"{""ASH_COATED_OSMIUM"":{""pnl"":17065.0,""cash"":-562993.0,""position"":58,""slope_per_step"":1.7390741381667414,""r_squared"":0.990985429838369},""INTARIAN_PEPPER_ROOT"":{""pnl"":82417.5,""cash"":-967575.0,""position"":75,""slope_per_step"":8.32645194426429,""r_squared"":0.9999464633780184}}"
54,99187.0,0.0,0.0,0,0,0.0,0.0,9.937203197074831,0.9999520897868195,0.0,0.0,0.0,0.0,"{""ASH_COATED_OSMIUM"":{""pnl"":16025.0,""cash"":-534030.0,""position"":55,""slope_per_step"":1.5704923122569232,""r_squared"":0.9972061728336027},""INTARIAN_PEPPER_ROOT"":{""pnl"":83162.0,""cash"":-876830.0,""position"":80,""slope_per_step"":8.366710884817918,""r_squared"":0.9999811055191231}}"
55,100435.79999999993,0.0,0.0,0,0,0.0,0.0,10.128018869265189,0.9998693641185928,0.0,0.0,0.0,0.0,"{""ASH_COATED_OSMIUM"":{""pnl"":17819.0,""cash"":-782261.0,""position"":80,""slope_per_step"":1.814785897311859,""r_squared"":0.9983285546660313},""INTARIAN_PEPPER_ROOT"":{""pnl"":82616.79999999993,""cash"":-853376.0,""position"":72,""slope_per_step"":8.31323297195333,""r_squared"":0.9999564763582369}}"
56,99293.0,0.0,0.0,0,0,0.0,0.0,10.013610893130913,0.9999074213035909,0.0,0.0,0.0,0.0,"{""INTARIAN_PEPPER_ROOT"":{""pnl"":82610.0,""cash"":-1037382.0,""position"":80,""slope_per_step"":8.306849983221305,""r_squared"":0.9999914181718818},""ASH_COATED_OSMIUM"":{""pnl"":16683.0,""cash"":-583377.0,""position"":60,""slope_per_step"":1.706760909909609,""r_squared"":0.9977050802505847}}"
57,101403.29999999993,0.0,0.0,0,0,0.0,0.0,10.186325612194247,0.9999238159927051,0.0,0.0,0.0,0.0,"{""INTARIAN_PEPPER_ROOT"":{""pnl"":83039.29999999993,""cash"":-840953.0,""position"":77,""slope_per_step"":8.360314511804141,""r_squared"":0.9999871196907351},""ASH_COATED_OSMIUM"":{""pnl"":18364.0,""cash"":-21640.0,""position"":4,""slope_per_step"":1.826011100390111,""r_squared"":0.9979075153997703}}"
58,99011.29999999993,0.0,0.0,0,0,0.0,0.0,9.99248405559684,0.9999342098424868,0.0,0.0,0.0,0.0,"{""INTARIAN_PEPPER_ROOT"":{""pnl"":83101.29999999993,""cash"":-917891.0,""position"":77,""slope_per_step"":8.38184689779447,""r_squared"":0.9999681352631898},""ASH_COATED_OSMIUM"":{""pnl"":15910.0,""cash"":-624154.0,""position"":64,""slope_per_step"":1.6106371578023715,""r_squared"":0.9979040307824109}}"
59,98713.59999999998,0.0,0.0,0,0,0.0,0.0,9.954929553939314,0.9999627127086186,0.0,0.0,0.0,0.0,"{""ASH_COATED_OSMIUM"":{""pnl"":16693.0,""cash"":-703379.0,""position"":72,""slope_per_step"":1.6785566877155669,""r_squared"":0.9989381472554314},""INTARIAN_PEPPER_ROOT"":{""pnl"":82020.59999999998,""cash"":-953972.0,""position"":74,""slope_per_step"":8.276372866223744,""r_squared"":0.9999736815854436}}"
60,100730.09999999998,0.0,0.0,0,0,0.0,0.0,10.189716329119559,0.9998360025940192,0.0,0.0,0.0,0.0,"{""INTARIAN_PEPPER_ROOT"":{""pnl"":82138.09999999998,""cash"":-865854.0,""position"":79,""slope_per_step"":8.257446410320874,""r_squared"":0.9999767803630657},""ASH_COATED_OSMIUM"":{""pnl"":18592.0,""cash"":-31413.0,""position"":5,""slope_per_step"":1.9322699187986991,""r_squared"":0.997424927732106}}"
61,97256.19999999995,0.0,0.0,0,0,0.0,0.0,9.743648583603072,0.9997587061048265,0.0,0.0,0.0,0.0,"{""ASH_COATED_OSMIUM"":{""pnl"":14848.0,""cash"":-785232.0,""position"":80,""slope_per_step"":1.4254969157509692,""r_squared"":0.9923097583879829},""INTARIAN_PEPPER_ROOT"":{""pnl"":82408.19999999995,""cash"":-931584.0,""position"":78,""slope_per_step"":8.318151667852097,""r_squared"":0.9999629643799431}}"
62,100331.5,0.0,0.0,0,0,0.0,0.0,10.052608511481889,0.9999534293608658,0.0,0.0,0.0,0.0,"{""INTARIAN_PEPPER_ROOT"":{""pnl"":82674.5,""cash"":-967318.0,""position"":75,""slope_per_step"":8.312372145211526,""r_squared"":0.9999532011508566},""ASH_COATED_OSMIUM"":{""pnl"":17657.0,""cash"":-652410.0,""position"":67,""slope_per_step"":1.7402363662703637,""r_squared"":0.9978703382388068}}"
63,101479.69999999995,0.0,0.0,0,0,0.0,0.0,10.211769082344714,0.9999676414608915,0.0,0.0,0.0,0.0,"{""ASH_COATED_OSMIUM"":{""pnl"":18300.0,""cash"":-781780.0,""position"":80,""slope_per_step"":1.8285474738994747,""r_squared"":0.9992623235111161},""INTARIAN_PEPPER_ROOT"":{""pnl"":83179.69999999995,""cash"":-792813.0,""position"":73,""slope_per_step"":8.38322160844522,""r_squared"":0.9999748486453525}}"
64,98606.0,0.0,0.0,0,0,0.0,0.0,9.819228628591091,0.9998326906916997,0.0,0.0,0.0,0.0,"{""ASH_COATED_OSMIUM"":{""pnl"":16081.0,""cash"":-393960.0,""position"":41,""slope_per_step"":1.528425613850256,""r_squared"":0.9949760914680909},""INTARIAN_PEPPER_ROOT"":{""pnl"":82525.0,""cash"":-957467.0,""position"":80,""slope_per_step"":8.29080301474083,""r_squared"":0.9999838514627502}}"
65,99111.09999999986,0.0,0.0,0,0,0.0,0.0,9.994172686164926,0.9998408450779193,0.0,0.0,0.0,0.0,"{""ASH_COATED_OSMIUM"":{""pnl"":16365.0,""cash"":-783715.0,""position"":80,""slope_per_step"":1.6358523706525236,""r_squared"":0.9929403338481123},""INTARIAN_PEPPER_ROOT"":{""pnl"":82746.09999999986,""cash"":-1023246.0,""position"":79,""slope_per_step"":8.358320315512403,""r_squared"":0.9999853353708044}}"
66,100286.19999999995,0.0,0.0,0,0,0.0,0.0,9.999856675468953,0.9998501548770621,0.0,0.0,0.0,0.0,"{""INTARIAN_PEPPER_ROOT"":{""pnl"":82423.19999999995,""cash"":-853569.0,""position"":78,""slope_per_step"":8.290304098437437,""r_squared"":0.9999905181586558},""ASH_COATED_OSMIUM"":{""pnl"":17863.0,""cash"":687930.0,""position"":-67,""slope_per_step"":1.7095525770315259,""r_squared"":0.9943673706232076}}"
